,Customer ID,frequency,recency,T,monetary_value,p_not_alive,p_alive,predicted_purchases,actual30,error,expected_avg_sales_,predicted_clv,Labels
1643,13989.0,4.0,498.0,563.0,416.095,0.021262947684275058,0.9787370523157249,0.2256484443105906,0.24096385542168672,0.015315411111096106,519.6991441511663,2429.71505545123,Low
1645,13991.0,5.0,131.0,143.0,144.856,0.008992795444851542,0.9910072045551485,0.8310818893722729,1.1450381679389314,0.31395627856665853,172.49217027827356,2864.714743169803,Low
1646,13992.0,2.0,433.0,463.0,71.8,0.009335772022483257,0.9906642279775167,0.15923573464682317,0.13856812933025403,-0.020667605316569138,120.0152811701967,397.43726539648355,Low
1647,13993.0,22.0,704.0,736.0,278.80045454545456,0.010230581899257962,0.989769418100742,0.8452730572675741,0.9375,0.09222694273242593,289.3057742574257,5221.7914688925175,Low
1648,13994.0,5.0,145.0,148.0,404.914,0.00189871701406652,0.9981012829859335,0.8174067489733667,1.0344827586206897,0.217076009647323,481.76057741910734,7892.396959949403,Low
1649,13995.0,17.0,706.0,721.0,217.2094117647059,0.0035083166816167743,0.9964916833183832,0.677339971195146,0.7223796033994334,0.045039632204287416,227.93227385793776,3326.939462949321,Low
1650,13996.0,1.0,13.0,399.0,403.38,0.6458856270863655,0.35411437291363446,0.04191178248975063,2.307692307692308,2.2657805252025573,1978.057414524711,1608.0762710783015,Low
1651,13997.0,1.0,31.0,550.0,238.76,0.6943475144426372,0.30565248555736274,0.027305291430264153,0.967741935483871,0.9404366440536068,1172.70013085759,562.7872252633834,Low
1652,13998.0,2.0,130.0,576.0,151.32500000000002,0.6030457571846555,0.3969542428153446,0.052571675785748895,0.46153846153846156,0.40896678575271267,252.0720603588674,199.5561812419628,Low
1653,13999.0,35.0,724.0,734.0,259.64171428571433,0.002433581043454258,0.9975664189565457,1.3402888667499842,1.4502762430939227,0.10998737634393851,265.70866629210633,7697.910955645689,Medium
1654,14000.0,7.0,531.0,737.0,240.79857142857145,0.15523581726522795,0.844764182734772,0.2472183313547409,0.3954802259887006,0.1482618946339597,271.8289387439871,1183.0612980516805,Low
1655,14001.0,8.0,448.0,493.0,502.09625,0.01826551340992122,0.9817344865900788,0.46541331990748175,0.5357142857142857,0.07030096580680395,557.6749907146997,5369.499647883447,Medium
1656,14002.0,1.0,22.0,156.0,304.94,0.22734594555124443,0.7726540544487556,0.19177283978933293,1.3636363636363638,1.1718635238470307,1496.4672614194299,5738.261005182339,Low
1658,14004.0,8.0,392.0,435.0,677.1625,0.01985226417971886,0.9801477358202811,0.5184759135527811,0.6122448979591836,0.09376898440640247,752.0740801649338,8011.68494176975,Low
1659,14005.0,4.0,206.0,215.0,671.89,0.004780209751618192,0.9952197902483818,0.5139593347427318,0.5825242718446602,0.06856493710192835,839.0032350997951,8725.26748303914,Low
1660,14006.0,6.0,537.0,652.0,311.00166666666667,0.04909536328911379,0.9509046367108862,0.2715021273079073,0.335195530726257,0.06369340341834973,358.726256850597,1957.8754432270987,Low
1663,14009.0,3.0,264.0,462.0,228.64333333333335,0.1655628574309902,0.8344371425690098,0.18178500965406946,0.34090909090909094,0.15912408125502148,311.5928243935643,1032.203628086966,Low
1665,14011.0,2.0,127.0,607.0,79.79,0.6475773848306736,0.3524226151693263,0.04452374114237479,0.47244094488188976,0.427917203739515,133.28323044045734,87.46030792328098,Low
1667,14013.0,5.0,622.0,732.0,216.914,0.0351676524842609,0.9648323475157391,0.21159434882551104,0.24115755627009644,0.029563207444585404,258.1856035960496,1122.540237919447,Low
1668,14014.0,2.0,499.0,576.0,835.775,0.022801036332097735,0.9771989636679023,0.129417906536942,0.12024048096192384,-0.009177425575018147,1388.6487659946504,3716.0384640190946,Low
1670,14016.0,12.0,546.0,700.0,849.1041666666666,0.1695038915703716,0.8304961084296284,0.41738448688976143,0.6593406593406594,0.241956172450898,909.4812334007319,6575.224371353477,Low
1673,14019.0,3.0,92.0,138.0,338.2233333333333,0.05210016057413991,0.9478998394258601,0.5352948440708858,0.9782608695652174,0.4429660254943316,460.72142150654116,4882.537617089755,Low
1674,14020.0,4.0,513.0,529.0,227.14499999999998,0.004350745117422727,0.9956492548825773,0.24266764457443088,0.23391812865497075,-0.008749515919460132,283.8364103809852,1452.9277966809527,Low
1675,14021.0,6.0,437.0,592.0,235.915,0.1057509979336102,0.8942490020663898,0.2786111395454203,0.4118993135011441,0.1332881739557238,272.16114547163653,1427.6463388770972,Low
1676,14022.0,1.0,261.0,486.0,440.0,0.11696685822458297,0.883033141775417,0.08803403296841628,0.11494252873563218,0.026908495767215906,2157.2105169903284,3586.549809861095,Low
1677,14023.0,1.0,243.0,250.0,310.93,0.00316571399001897,0.996834286009981,0.17367811404811898,0.1234567901234568,-0.05022132392466218,1525.771660211594,5381.877298216475,Low
1678,14024.0,2.0,269.0,390.0,163.85,0.06742068672798363,0.9325793132720164,0.17390892274335695,0.22304832713754646,0.04913940439418951,272.87069172432604,932.9042549254846,Low
1679,14025.0,8.0,119.0,583.0,466.95625,0.9991584801942662,0.00084151980573372,0.00034360572271363305,2.0168067226890756,2.016463116966362,518.6544256241626,2.5619656140985265,Low
1680,14026.0,1.0,155.0,625.0,326.58,0.376085726397552,0.623914273602448,0.049686421701894565,0.1935483870967742,0.1438619653948796,1602.334905803809,1282.1148843586773,Low
1683,14029.0,1.0,81.0,144.0,302.46000000000004,0.059861696203257764,0.9401383037967422,0.24672236153658236,0.37037037037037035,0.12364800883378799,1484.3345554086509,7235.582265807929,Low
1684,14030.0,16.0,720.0,738.0,515.149375,0.004215968171301543,0.9957840318286985,0.6253970206294497,0.6666666666666667,0.041269646037217056,542.1676487613421,7309.327608084248,Low
1685,14031.0,39.0,729.0,736.0,910.7648717948719,0.0016076959568208649,0.9983923040431791,1.4874119956239404,1.6049382716049383,0.11752627598099785,929.7560335030826,29938.31905080684,Low
1686,14032.0,23.0,723.0,725.0,194.64217391304345,0.00039969489238811384,0.9996003051076119,0.9034456505503072,0.954356846473029,0.05091119592272175,201.65894600532306,3947.156767833412,Low
1688,14034.0,1.0,135.0,157.0,177.91,0.014653486361487444,0.9853465136385126,0.24346297871590175,0.22222222222222224,-0.021240756493679513,875.008533778594,4246.290982734779,Low
1689,14035.0,9.0,584.0,612.0,293.12666666666667,0.007872550423289826,0.9921274495767102,0.4316634280506926,0.46232876712328763,0.030665339072595055,321.66705181465073,2942.377102810498,Low
1691,14037.0,6.0,556.0,732.0,89.60333333333334,0.09279461181365456,0.9072053881863454,0.233055767276908,0.32374100719424465,0.09068523991733665,103.48291958544279,458.40452943525656,Low
1692,14038.0,7.0,595.0,673.0,328.05428571428575,0.026616627581763974,0.973383372418236,0.30952995815122614,0.3529411764705882,0.043411218319362066,370.2734929849418,2376.9142424017923,Low
1693,14039.0,1.0,542.0,575.0,152.2,0.008314960701913399,0.9916850392980866,0.08513571541877614,0.055350553505535055,-0.029785161913241084,749.2295533200733,1341.458517011198,Low
1694,14040.0,33.0,698.0,738.0,358.31848484848484,0.02063470267904599,0.979365297320954,1.2362138873114314,1.4183381088825215,0.1821242215710901,367.1999751228912,9540.799045786676,Low
1697,14043.0,1.0,238.0,729.0,139.94,0.2950912511573992,0.7049087488426008,0.048792279787823356,0.12605042016806722,0.07725814038024387,689.2509340893668,540.6902238448064,Low
1698,14044.0,8.0,658.0,684.0,357.6225,0.006291033723689332,0.9937089662763107,0.3510998635281921,0.364741641337386,0.0136417778091939,397.2467788265673,2981.573604682706,Low
1699,14045.0,16.0,591.0,700.0,579.039375,0.10133221528005965,0.8986677847199404,0.5924044962860303,0.8121827411167513,0.21977824483072095,609.400790811726,6778.7584370359555,Low
1701,14047.0,15.0,668.0,676.0,242.03266666666664,0.0018015666055577473,0.9981984333944423,0.6389491830008068,0.6736526946107785,0.03470351160997165,255.6556818574277,3514.4374468635465,Low
1702,14048.0,2.0,105.0,382.0,187.565,0.42331745171952107,0.5766825482804789,0.10946226502724463,0.5714285714285715,0.46196630640132685,312.2510943456316,592.9532866225851,Low
1703,14049.0,9.0,601.0,617.0,1355.47,0.004034637547542408,0.9959653624524576,0.4301605287822025,0.44925124792013316,0.019090719137930645,1487.0274446032818,13634.264087952428,Low
1704,14050.0,1.0,75.0,106.0,260.38,0.02827223306153359,0.9717277669384664,0.31162083743493213,0.4,0.08837916256506789,1278.4699308386564,7879.625538854637,Medium
1705,14051.0,39.0,736.0,736.0,543.3830769230769,0.0,1.0,1.489807152559539,1.5896739130434783,0.09986676048393917,554.723637102605,17936.99362093085,Low
1706,14052.0,1.0,371.0,390.0,225.36,0.006420156610550398,0.9935798433894496,0.11991910814205664,0.08086253369272238,-0.03905657444933426,1107.1443806380578,2742.065929935245,Low
1707,14053.0,3.0,362.0,486.0,133.83333333333334,0.06076702334931494,0.9392329766506851,0.19571572370560053,0.24861878453038672,0.052903060824786186,182.56487867097496,706.4958969569873,Low
1709,14055.0,2.0,617.0,723.0,623.32,0.02675290022940402,0.973247099770596,0.10487744603639071,0.0972447325769854,-0.007632713459405305,1035.8525003859863,2255.696390912503,Low
1710,14056.0,23.0,283.0,284.0,327.1930434782609,0.0004174672300666371,0.9995825327699334,2.04252386236714,2.4381625441696113,0.3956386818024713,338.95917264908184,14218.320813383963,Low
1711,14057.0,19.0,713.0,736.0,432.5652631578947,0.006014296522248386,0.9939857034777516,0.737349124565751,0.7994389901823282,0.062089865616577256,451.5218495723614,7155.873727839474,Low
1712,14058.0,1.0,68.0,530.0,147.95999999999998,0.5403626462475634,0.45963735375243664,0.042439674687849864,0.4411764705882353,0.3987367959003854,728.4865398177734,519.4808898143997,Low
1714,14060.0,29.0,634.0,638.0,321.90999999999997,0.0009430764073125042,0.9990569235926875,1.2699494371135474,1.3722397476340693,0.10229031052052195,331.02406369751577,9024.034377647802,Low
1715,14061.0,2.0,231.0,738.0,271.5,0.4719152276323084,0.5280847723676916,0.055844853948707016,0.2597402597402597,0.2038954057915527,451.6309844581883,358.7778454934678,Low
1716,14062.0,22.0,720.0,729.0,1116.419090909091,0.0019903568593807597,0.9980096431406192,0.8598152932097985,0.9166666666666666,0.05685137345686808,1158.3520399215997,21531.28432110189,Low
1718,14064.0,15.0,658.0,687.0,175.17333333333332,0.008268770107081935,0.9917312298929181,0.6255352866165969,0.6838905775075987,0.05835529089100189,185.0515335524876,2468.8506653073428,Low
1719,14065.0,3.0,42.0,431.0,192.83333333333334,0.9282366816729679,0.0717633183270321,0.016609463653942946,2.142857142857143,2.1262476792031997,262.85861137462194,79.89693234851664,Low
1721,14067.0,1.0,33.0,96.0,150.03,0.08481535617093372,0.9151846438290663,0.31170677988310147,0.9090909090909092,0.5973841292078077,738.6134355606415,4566.581686608379,Low
1722,14068.0,4.0,357.0,677.0,254.3,0.31648094732085896,0.683519052679141,0.1334038899786123,0.33613445378151263,0.20273056380290033,317.733486515038,653.1481361510746,Low
1723,14069.0,1.0,47.0,561.0,110.44,0.6418301755339711,0.35816982446602885,0.03143542988157532,0.6382978723404256,0.6068624424588502,544.9304392030828,290.3778326976696,Low
1725,14071.0,7.0,261.0,264.0,154.57285714285715,0.0013220700563827403,0.9986779299436173,0.7114909994310938,0.8045977011494253,0.09310670171833146,174.54646187181265,2539.104820638733,Low
1729,14075.0,5.0,537.0,541.0,344.974,0.0010108941860323961,0.9989891058139676,0.28803347510192273,0.2793296089385475,-0.008703866163375207,410.4782160842452,2508.722416376913,Low
1731,14077.0,5.0,355.0,395.0,99.884,0.017223538267327587,0.9827764617326724,0.373139601216164,0.4225352112676056,0.04939561005144161,119.01018239119614,910.9330130893092,Low
1732,14078.0,8.0,520.0,621.0,166.01999999999998,0.05058147362397769,0.9494185263760223,0.366216430179835,0.46153846153846156,0.09532203135862655,184.48531545833683,1354.3959383347396,Low
1733,14079.0,1.0,558.0,682.0,375.1,0.03200856974692068,0.9679914302530793,0.07121263469348209,0.053763440860215055,-0.017449193833267033,1839.705428240504,2690.3204400985355,Low
1734,14080.0,4.0,705.0,737.0,210.215,0.006858394275348734,0.9931416057246513,0.17934944751022142,0.17021276595744683,-0.009136681552774584,262.7030095726806,1010.2015904299899,Low
1735,14081.0,9.0,462.0,729.0,495.33666666666664,0.4694117170014972,0.5305882829985028,0.19687535418361957,0.5844155844155844,0.3875402302319648,543.4856650932729,1396.6610277228299,Low
1736,14082.0,1.0,28.0,392.0,182.25,0.5648747388287846,0.4351252611712154,0.052287532951525266,1.0714285714285714,1.019141038477046,896.2407692974575,877.2241737886483,Low
1737,14083.0,9.0,717.0,721.0,149.23222222222225,0.0007998178880017637,0.9992001821119982,0.37452329908825954,0.37656903765690375,0.0020457385686442064,163.8189427935123,1327.296495582208,Low
1739,14085.0,29.0,729.0,731.0,333.6337931034482,0.00039983963874434814,0.9996001603612557,1.1223603365157628,1.1934156378600824,0.07105530134431959,343.07856319374145,8347.598060030215,Low
1741,14087.0,2.0,733.0,735.0,298.39,0.00038457673886604926,0.999615423261134,0.1061050548821538,0.08185538881309687,-0.02424966606905693,496.2836948308177,1139.1624434618516,Low
1742,14088.0,16.0,411.0,421.0,3106.5550000000003,0.0036393773685368114,0.9963606226314632,1.0331993361230065,1.1678832116788322,0.13468387555582573,3269.1725399147153,70495.23471286517,Low
1745,14091.0,1.0,44.0,698.0,4010.08,0.7386168145981021,0.26138318540189787,0.018826548464342636,0.6818181818181819,0.6629916333538393,19622.827885926763,5972.591971798313,Low
1746,14092.0,24.0,716.0,723.0,294.73083333333335,0.0015265521241757396,0.9984734478758243,0.9426728855681666,1.005586592178771,0.06291370661060436,304.87688815692474,6214.439742473653,Low
1750,14096.0,16.0,97.0,101.0,3568.791875,0.0036417250479303664,0.9963582749520696,3.0202236075648217,4.948453608247423,1.9282300006826012,3755.5966669737313,225594.3238490466,Low
1751,14097.0,1.0,164.0,645.0,290.86,0.37158894410027,0.62841105589973,0.048636636590530954,0.18292682926829268,0.1342901926777617,1427.5848014872645,1110.6618577327695,Low
1753,14099.0,19.0,713.0,729.0,279.4773684210527,0.0038286667031811605,0.9961713332968188,0.7454774369717171,0.7994389901823282,0.053961553210611135,291.743498528754,4687.890504145445,Low
1755,14101.0,13.0,548.0,621.0,714.2623076923077,0.03959097362955022,0.9604090263704498,0.5801176621771945,0.7116788321167883,0.13156116993959377,760.9020065425766,8973.09002432245,Low
1756,14102.0,4.0,39.0,44.0,223.4075,0.005559784822816383,0.9944402151771836,1.3186830467655555,3.0769230769230766,1.7582400301575212,279.17095937560794,7245.697700269459,Low
1758,14104.0,4.0,406.0,560.0,153.2775,0.08419253637835877,0.9158074636216412,0.2121520497516079,0.2955665024630542,0.08341445271144632,191.62899843724966,784.7110268714532,Low
1759,14105.0,8.0,636.0,721.0,632.21,0.029561210814991856,0.9704387891850081,0.32675682598442624,0.37735849056603776,0.05060166458161153,702.1574053717532,4751.71947290667,Low
1761,14107.0,12.0,679.0,730.0,390.87000000000006,0.015810529474311275,0.9841894705256887,0.4759837111031754,0.5301914580265096,0.05420774692333419,418.70912863676364,4216.330859166252,Low
1762,14108.0,4.0,708.0,738.0,197.2275,0.006374050906786,0.993625949093214,0.1792137232203967,0.1694915254237288,-0.009722197796667886,246.490957416871,947.9417685869994,Low
1764,14110.0,33.0,735.0,738.0,384.0163636363637,0.0006110003334730552,0.999388999666527,1.2614890108865624,1.346938775510204,0.08544976462364162,393.53270721714813,10765.819370194262,Low
1765,14111.0,4.0,227.0,241.0,148.60000000000002,0.007188915631278436,0.9928110843687216,0.46921968415260507,0.5286343612334802,0.05941467708087511,185.79016309874734,1768.4535805797052,Low
1766,14112.0,21.0,700.0,722.0,263.91238095238094,0.005979737091223791,0.9940202629087762,0.8261494504457711,0.8999999999999999,0.07385054955422876,274.35140127758416,4866.275829235282,Low
1767,14113.0,25.0,729.0,732.0,248.25600000000003,0.0006061928388040316,0.999393807161196,0.9704643131345412,1.02880658436214,0.05834227122759872,256.4552545173661,5393.944896315424,Low
1768,14114.0,6.0,333.0,606.0,175.0566666666667,0.438938781209665,0.561061218790335,0.17116123870121197,0.5405405405405406,0.3693793018393286,201.99944250611358,493.07077571502697,Low
1769,14115.0,1.0,165.0,666.0,504.87,0.3848098536207831,0.6151901463792169,0.046247288688013734,0.18181818181818182,0.1355708931301681,2474.568839135184,1808.215862923821,Low
1770,14116.0,4.0,102.0,121.0,265.6925,0.017240786360705473,0.9827592136392945,0.7635914753528086,1.1764705882352942,0.4128791128824856,331.95453014815143,5039.717480348808,Low
1773,14119.0,2.0,364.0,718.0,48.495000000000005,0.19960573359597,0.80039426640403,0.08680086520007924,0.16483516483516486,0.07803429963508562,81.31571199079438,120.43233832872784,Low
1775,14121.0,5.0,56.0,59.0,501.44000000000005,0.002916173882036577,0.9970838261179634,1.4023840176674616,2.678571428571429,1.2761874109039673,596.5520557342376,16507.030119629282,Low
1776,14122.0,4.0,343.0,737.0,55.0175,0.4528948192891905,0.5471051807108095,0.09880062553503416,0.3498542274052478,0.25105360187021364,68.97288718952285,93.43136585125282,Low
1779,14125.0,2.0,68.0,78.0,722.5,0.00921917288051477,0.9907808271194852,0.5870113186394099,0.8823529411764706,0.29534162253706064,1200.5477705517499,13926.66096258653,Low
1780,14126.0,2.0,437.0,444.0,321.81500000000005,0.0020771799197231156,0.9979228200802769,0.16638069611725384,0.13729977116704806,-0.029080924950205783,535.1825323346796,1862.6398743077998,Low
